,ID,innings,total_run,batters,bowlers,Venue
1585,419146,2,41,"['RV Uthappa' 'BA Stokes' 'SV Samson' 'SPD Smith' 'R Parag' 'JC Buttler'
 'R Tewatia']",['PJ Cummins' 'Shivam Mavi' 'CV Varun'],"Punjab Cricket Association Stadium, Mohali"
1586,419145,1,57,['AJ Finch' 'D Padikkal' 'V Kohli'],['GJ Maxwell' 'Mohammed Shami' 'Arshdeep Singh' 'Ravi Bishnoi'],M Chinnaswamy Stadium
1587,419145,2,56,['KL Rahul' 'MA Agarwal'],['CH Morris' 'Navdeep Saini' 'YS Chahal' 'I Udana'],M Chinnaswamy Stadium
1588,419144,1,38,['DA Warner' 'JM Bairstow'],['I Sharma' 'K Rabada' 'A Nortje' 'MP Stoinis'],Eden Gardens
1589,419144,2,34,['PP Shaw' 'SS Iyer' 'S Dhawan'],['B Kumar' 'KK Ahmed' 'T Natarajan'],Eden Gardens
1590,419143,1,43,['SM Curran' 'F du Plessis' 'SR Watson' 'AT Rayudu'],['JC Archer' 'AS Rajpoot' 'Kartik Tyagi' 'BA Stokes'],Sawai Mansingh Stadium
1591,419143,2,31,['BA Stokes' 'RV Uthappa' 'SPD Smith' 'SV Samson' 'JC Buttler'],['DL Chahar' 'JR Hazlewood'],Sawai Mansingh Stadium
1592,419142,1,53,['D Padikkal' 'AJ Finch'],['B Kumar' 'Sandeep Sharma' 'T Natarajan' 'MR Marsh' 'V Shankar'],"MA Chidambaram Stadium, Chepauk"
1593,419142,2,48,['DA Warner' 'JM Bairstow' 'MK Pandey'],['DW Steyn' 'UT Yadav' 'Navdeep Saini'],"MA Chidambaram Stadium, Chepauk"
1594,419141,1,22,['PP Shaw' 'S Dhawan' 'SS Iyer' 'RR Pant'],['TA Boult' 'KH Pandya' 'J Yadav'],"Vidarbha Cricket Association Stadium, Jamtha"
1595,419141,2,38,['Ishan Kishan' 'Q de Kock'],['R Ashwin' 'K Rabada' 'A Nortje' 'MP Stoinis'],"Vidarbha Cricket Association Stadium, Jamtha"
1596,419140,1,48,['Shubman Gill' 'N Rana'],['DL Chahar' 'SM Curran' 'L Ngidi' 'MJ Santner'],Feroz Shah Kotla
1597,419140,2,44,['SR Watson' 'RD Gaikwad'],['PJ Cummins' 'KL Nagarkoti' 'SP Narine' 'LH Ferguson' 'CV Varun'],Feroz Shah Kotla
1598,419139,1,53,['KL Rahul' 'Mandeep Singh' 'CH Gayle'],['JC Archer' 'VR Aaron' 'Kartik Tyagi'],Eden Gardens
1599,419139,2,66,['RV Uthappa' 'BA Stokes' 'SV Samson'],['Arshdeep Singh' 'Mohammed Shami' 'M Ashwin' 'CJ Jordan'],Eden Gardens
1600,419138,1,48,['RG Sharma' 'SA Yadav' 'Q de Kock' 'Ishan Kishan'],['Sandeep Sharma' 'T Natarajan' 'S Kaul'],Brabourne Stadium
1601,419138,2,56,['DA Warner' 'JM Bairstow' 'MK Pandey'],['TA Boult' 'JL Pattinson' 'KH Pandya' 'JJ Bumrah'],Brabourne Stadium
1602,419137,1,36,['PP Shaw' 'S Dhawan'],['DL Chahar' 'SM Curran' 'JR Hazlewood'],"MA Chidambaram Stadium, Chepauk"
1603,419137,2,34,['M Vijay' 'SR Watson' 'F du Plessis'],['K Rabada' 'AR Patel' 'A Nortje' 'Avesh Khan'],"MA Chidambaram Stadium, Chepauk"
1604,419136,1,47,['AJ Finch' 'D Padikkal'],['PJ Cummins' 'M Prasidh Krishna' 'AD Russell'],"Punjab Cricket Association Stadium, Mohali"
1605,419136,2,43,['T Banton' 'Shubman Gill' 'N Rana'],['CH Morris' 'Navdeep Saini' 'Mohammed Siraj' 'Washington Sundar'],"Punjab Cricket Association Stadium, Mohali"
1606,419135,1,59,['Ishan Kishan' 'Q de Kock' 'SA Yadav'],['JC Archer' 'AS Rajpoot' 'Kartik Tyagi'],Eden Gardens
1607,419135,2,55,['RV Uthappa' 'SPD Smith' 'BA Stokes' 'SV Samson'],['TA Boult' 'JL Pattinson' 'JJ Bumrah' 'KH Pandya'],Eden Gardens
1608,419134,1,58,['DA Warner' 'JM Bairstow'],['SS Cottrell' 'Mujeeb Ur Rahman' 'Mohammed Shami'],Feroz Shah Kotla
1609,419134,2,45,['KL Rahul' 'MA Agarwal' 'P Simran Singh' 'N Pooran'],['Sandeep Sharma' 'KK Ahmed' 'T Natarajan'],Feroz Shah Kotla
1610,419133,1,47,['PP Shaw' 'AM Rahane' 'S Dhawan' 'SS Iyer'],['JC Archer' 'JD Unadkat' 'Kartik Tyagi' 'BA Stokes'],"MA Chidambaram Stadium, Chepauk"
1611,419133,2,50,['BA Stokes' 'JC Buttler' 'SPD Smith' 'SV Samson'],['K Rabada' 'TU Deshpande' 'A Nortje' 'R Ashwin'],"MA Chidambaram Stadium, Chepauk"
1612,419132,1,46,['D Padikkal' 'AJ Finch' 'V Kohli'],['DL Chahar' 'Monu Kumar' 'SM Curran' 'MJ Santner'],Brabourne Stadium
1613,419132,2,48,['RD Gaikwad' 'F du Plessis'],['Washington Sundar' 'CH Morris' 'Mohammed Siraj' 'YS Chahal'],Brabourne Stadium
1614,419131,1,40,['DA Warner' 'JM Bairstow' 'MK Pandey'],['SP Narine' 'PJ Cummins' 'Shivam Mavi'],Feroz Shah Kotla
1615,419131,2,52,['Shubman Gill' 'SP Narine' 'N Rana' 'KD Karthik'],['B Kumar' 'KK Ahmed' 'T Natarajan'],Feroz Shah Kotla
1616,419130,1,53,['PP Shaw' 'S Dhawan' 'SS Iyer'],['GJ Maxwell' 'Mohammed Shami' 'Arshdeep Singh' 'JDS Neesham'],Dr DY Patil Sports Academy
1617,419130,2,57,['KL Rahul' 'MA Agarwal' 'CH Gayle' 'N Pooran' 'GJ Maxwell'],['DR Sams' 'K Rabada' 'AR Patel' 'TU Deshpande' 'R Ashwin'],Dr DY Patil Sports Academy
1618,419129,1,59,['D Padikkal' 'AJ Finch'],['TA Boult' 'JL Pattinson' 'RD Chahar' 'JJ Bumrah'],"Sardar Patel Stadium, Motera"
1619,419129,2,35,['RG Sharma' 'Q de Kock' 'SA Yadav' 'Ishan Kishan'],['I Udana' 'Washington Sundar' 'Navdeep Saini'],"Sardar Patel Stadium, Motera"
1620,419128,1,63,['Q de Kock' 'RG Sharma' 'SA Yadav'],['DR Sams' 'R Ashwin' 'K Rabada' 'AR Patel' 'A Nortje'],M Chinnaswamy Stadium
1621,419128,2,32,['PP Shaw' 'AM Rahane' 'SS Iyer' 'S Dhawan' 'MP Stoinis' 'RR Pant'],['TA Boult' 'JJ Bumrah' 'KH Pandya' 'NM Coulter-Nile'],M Chinnaswamy Stadium
1622,419127,1,32,['V Kohli' 'D Padikkal' 'AJ Finch' 'AB de Villiers'],['Sandeep Sharma' 'JO Holder' 'T Natarajan'],"Punjab Cricket Association Stadium, Mohali"
1623,419127,2,48,['DA Warner' 'SP Goswami' 'MK Pandey' 'KS Williamson'],['Mohammed Siraj' 'Navdeep Saini' 'Washington Sundar'],"Punjab Cricket Association Stadium, Mohali"
1624,419126,1,65,['MP Stoinis' 'S Dhawan'],['Sandeep Sharma' 'JO Holder' 'S Nadeem'],"Sardar Patel Stadium, Motera"
1625,419126,2,49,['PK Garg' 'DA Warner' 'MK Pandey' 'KS Williamson' 'JO Holder'],['R Ashwin' 'K Rabada' 'A Nortje' 'MP Stoinis'],"Sardar Patel Stadium, Motera"
1626,419125,1,41,['MP Stoinis' 'AM Rahane' 'S Dhawan' 'SS Iyer' 'RR Pant'],['TA Boult' 'JJ Bumrah' 'J Yadav' 'NM Coulter-Nile'],"Brabourne Stadium, Mumbai"
1627,419125,2,61,['RG Sharma' 'Q de Kock' 'SA Yadav'],['R Ashwin' 'K Rabada' 'A Nortje' 'MP Stoinis' 'AR Patel'],"Brabourne Stadium, Mumbai"
1628,419124,1,41,['RG Sharma' 'CA Lynn' 'SA Yadav'],['Mohammed Siraj' 'KA Jamieson' 'YS Chahal'],"Punjab Cricket Association Stadium, Mohali"
1629,419124,2,46,['Washington Sundar' 'V Kohli' 'RM Patidar' 'GJ Maxwell'],['TA Boult' 'JJ Bumrah' 'M Jansen' 'KH Pandya'],"Punjab Cricket Association Stadium, Mohali"
1630,419123,1,33,['RD Gaikwad' 'F du Plessis' 'MM Ali' 'SK Raina'],['CR Woakes' 'Avesh Khan' 'R Ashwin' 'TK Curran'],M Chinnaswamy Stadium
1631,419123,2,65,['PP Shaw' 'S Dhawan'],['DL Chahar' 'SM Curran' 'SN Thakur'],M Chinnaswamy Stadium
1632,419122,1,50,['N Rana' 'Shubman Gill'],['B Kumar' 'Sandeep Sharma' 'T Natarajan' 'Mohammad Nabi'],Brabourne Stadium
1633,419122,2,35,['WP Saha' 'DA Warner' 'MK Pandey' 'JM Bairstow'],['Harbhajan Singh' 'M Prasidh Krishna' 'Shakib Al Hasan' 'PJ Cummins'],Brabourne Stadium
1634,419121,1,46,['KL Rahul' 'MA Agarwal' 'CH Gayle'],['C Sakariya' 'Mustafizur Rahman' 'CH Morris'],"MA Chidambaram Stadium, Chepauk"
1635,419121,2,59,['BA Stokes' 'SV Samson' 'M Vohra' 'JC Buttler'],['Mohammed Shami' 'JA Richardson' 'Arshdeep Singh' 'RP Meredith'],"MA Chidambaram Stadium, Chepauk"
1636,419120,1,42,['RG Sharma' 'Q de Kock' 'SA Yadav'],['Harbhajan Singh' 'CV Varun' 'Shakib Al Hasan' 'PJ Cummins'],Barabati Stadium
1637,419120,2,45,['N Rana' 'Shubman Gill'],['TA Boult' 'M Jansen' 'JJ Bumrah' 'KH Pandya'],Barabati Stadium
1638,419119,1,47,['V Kohli' 'D Padikkal' 'Shahbaz Ahmed'],['B Kumar' 'JO Holder' 'S Nadeem' 'T Natarajan'],Brabourne Stadium
1639,419119,2,50,['WP Saha' 'DA Warner' 'MK Pandey'],['Mohammed Siraj' 'KA Jamieson' 'Washington Sundar'],Brabourne Stadium
1640,419118,1,36,['PP Shaw' 'S Dhawan' 'AM Rahane' 'RR Pant' 'MP Stoinis'],['C Sakariya' 'JD Unadkat' 'CH Morris'],"Sardar Patel Stadium, Motera"
1641,419118,2,26,['JC Buttler' 'M Vohra' 'SV Samson' 'DA Miller' 'S Dube'],['CR Woakes' 'Avesh Khan' 'K Rabada'],"Sardar Patel Stadium, Motera"
1642,419117,1,26,"['KL Rahul' 'MA Agarwal' 'CH Gayle' 'DJ Hooda' 'N Pooran'
 'M Shahrukh Khan']",['DL Chahar' 'SM Curran' 'SN Thakur'],Barabati Stadium
1643,419117,2,32,['RD Gaikwad' 'F du Plessis' 'MM Ali'],['Mohammed Shami' 'JA Richardson' 'Arshdeep Singh' 'RP Meredith'],Barabati Stadium
1644,419116,1,53,['Q de Kock' 'RG Sharma'],['B Kumar' 'KK Ahmed' 'Mujeeb Ur Rahman' 'Abhishek Sharma'],Feroz Shah Kotla
1645,419116,2,57,['DA Warner' 'JM Bairstow'],['TA Boult' 'JJ Bumrah' 'AF Milne' 'KH Pandya'],Feroz Shah Kotla
1646,419115,1,45,['V Kohli' 'D Padikkal' 'RM Patidar' 'GJ Maxwell'],['Harbhajan Singh' 'CV Varun' 'Shakib Al Hasan' 'PJ Cummins'],M Chinnaswamy Stadium
1647,419115,2,57,['N Rana' 'Shubman Gill' 'RA Tripathi'],['Mohammed Siraj' 'KA Jamieson' 'YS Chahal' 'Washington Sundar'],M Chinnaswamy Stadium
1648,419114,1,59,['KL Rahul' 'MA Agarwal'],['CR Woakes' 'LI Meriwala' 'R Ashwin' 'K Rabada'],Feroz Shah Kotla
1649,419114,2,62,['PP Shaw' 'S Dhawan' 'SPD Smith'],['Arshdeep Singh' 'Mohammed Shami' 'Jalaj S Saxena' 'JA Richardson'],Feroz Shah Kotla
1650,419113,1,46,['RD Gaikwad' 'F du Plessis' 'MM Ali'],['JD Unadkat' 'C Sakariya' 'Mustafizur Rahman' 'CH Morris'],Eden Gardens
1651,419113,2,45,['JC Buttler' 'M Vohra' 'SV Samson' 'S Dube'],['DL Chahar' 'SM Curran'],Eden Gardens
1652,419112,1,55,['RG Sharma' 'Q de Kock' 'SA Yadav'],['MP Stoinis' 'R Ashwin' 'K Rabada' 'A Mishra'],M Chinnaswamy Stadium
1653,419112,2,39,['PP Shaw' 'S Dhawan' 'SPD Smith'],['TA Boult' 'J Yadav' 'JJ Bumrah' 'KH Pandya'],M Chinnaswamy Stadium
1654,419111,1,32,['KL Rahul' 'MA Agarwal' 'CH Gayle'],['Abhishek Sharma' 'B Kumar' 'KK Ahmed' 'S Kaul'],"Sardar Patel Stadium, Motera"
1655,419111,2,50,['DA Warner' 'JM Bairstow'],['Mohammed Shami' 'FA Allen' 'Arshdeep Singh' 'MC Henriques'],"Sardar Patel Stadium, Motera"
1656,419110,1,54,['RD Gaikwad' 'F du Plessis'],['CV Varun' 'PJ Cummins' 'SP Narine' 'M Prasidh Krishna'],"MA Chidambaram Stadium, Chepauk"
1657,419110,2,45,"['N Rana' 'Shubman Gill' 'RA Tripathi' 'EJG Morgan' 'SP Narine'
 'AD Russell']",['DL Chahar' 'SM Curran' 'L Ngidi'],"MA Chidambaram Stadium, Chepauk"
1658,419109,1,32,['JC Buttler' 'M Vohra' 'SV Samson' 'DA Miller' 'S Dube'],['Mohammed Siraj' 'KA Jamieson' 'KW Richardson'],Eden Gardens
1659,419109,2,59,['V Kohli' 'D Padikkal'],['S Gopal' 'C Sakariya' 'CH Morris' 'Mustafizur Rahman'],Eden Gardens
1660,419108,1,21,['Q de Kock' 'RG Sharma' 'Ishan Kishan'],['MC Henriques' 'DJ Hooda' 'Mohammed Shami'],"Punjab Cricket Association Stadium, Mohali"
1661,419108,2,45,['KL Rahul' 'MA Agarwal'],['TA Boult' 'KH Pandya' 'JJ Bumrah' 'RD Chahar'],"Punjab Cricket Association Stadium, Mohali"
1662,419107,1,25,['N Rana' 'Shubman Gill'],['JD Unadkat' 'C Sakariya' 'Mustafizur Rahman' 'CH Morris'],Brabourne Stadium
1663,419107,2,50,['JC Buttler' 'YBK Jaiswal' 'SV Samson' 'S Dube'],['Shivam Mavi' 'PJ Cummins' 'CV Varun' 'SP Narine'],Brabourne Stadium
1664,419106,1,51,['RD Gaikwad' 'F du Plessis'],['Mohammed Siraj' 'KA Jamieson' 'YS Chahal' 'Navdeep Saini'],Dr DY Patil Sports Academy
1665,419106,2,65,['V Kohli' 'D Padikkal' 'Washington Sundar' 'GJ Maxwell'],['DL Chahar' 'SM Curran' 'SN Thakur'],Dr DY Patil Sports Academy
1666,392239,1,51,['PP Shaw' 'S Dhawan'],['KK Ahmed' 'Abhishek Sharma' 'S Kaul' 'J Suchith'],New Wanderers Stadium
1667,392239,2,56,['DA Warner' 'JM Bairstow' 'KS Williamson' 'Virat Singh'],['K Rabada' 'R Ashwin' 'MP Stoinis' 'AR Patel' 'Avesh Khan'],New Wanderers Stadium
1668,392238,1,37,['KL Rahul' 'MA Agarwal'],['Shivam Mavi' 'PJ Cummins' 'SP Narine'],New Wanderers Stadium
1669,392238,2,42,['Shubman Gill' 'N Rana' 'RA Tripathi' 'SP Narine' 'EJG Morgan'],['MC Henriques' 'Mohammed Shami' 'Arshdeep Singh'],New Wanderers Stadium
1670,392237,1,36,['V Kohli' 'D Padikkal' 'GJ Maxwell' 'RM Patidar'],['I Sharma' 'K Rabada' 'Avesh Khan'],SuperSport Park
1671,392237,2,43,['PP Shaw' 'S Dhawan' 'SPD Smith' 'RR Pant'],['DR Sams' 'Mohammed Siraj' 'KA Jamieson'],SuperSport Park
1672,392236,1,39,['DA Warner' 'JM Bairstow' 'MK Pandey'],['DL Chahar' 'SM Curran'],SuperSport Park
1673,392236,2,50,['RD Gaikwad' 'F du Plessis'],['Sandeep Sharma' 'KK Ahmed' 'S Kaul'],SuperSport Park
1674,392235,1,47,['JC Buttler' 'YBK Jaiswal'],['TA Boult' 'JJ Bumrah' 'J Yadav' 'NM Coulter-Nile'],SuperSport Park
1675,392235,2,49,['RG Sharma' 'Q de Kock'],['C Sakariya' 'JD Unadkat' 'Mustafizur Rahman' 'CH Morris'],SuperSport Park
1676,392234,1,45,['N Rana' 'Shubman Gill' 'RA Tripathi'],['I Sharma' 'K Rabada' 'AR Patel' 'Avesh Khan'],Kingsmead
1677,392234,2,67,['PP Shaw' 'S Dhawan'],['Shivam Mavi' 'CV Varun' 'M Prasidh Krishna' 'SP Narine' 'PJ Cummins'],Kingsmead
1678,392233,1,49,['KL Rahul' 'P Simran Singh' 'CH Gayle'],['DR Sams' 'Mohammed Siraj' 'KA Jamieson'],Kingsmead
1679,392233,2,36,['V Kohli' 'D Padikkal' 'RM Patidar'],['RP Meredith' 'Mohammed Shami' 'Ravi Bishnoi'],Kingsmead
1680,392232,1,49,['RD Gaikwad' 'MM Ali' 'F du Plessis'],['TA Boult' 'DS Kulkarni' 'JJ Bumrah'],New Wanderers Stadium
1681,392232,2,58,['Q de Kock' 'RG Sharma'],['DL Chahar' 'SM Curran' 'L Ngidi'],New Wanderers Stadium
1682,392231,1,42,['JC Buttler' 'YBK Jaiswal' 'SV Samson'],['B Kumar' 'Sandeep Sharma' 'Rashid Khan' 'KK Ahmed'],SuperSport Park
1683,392231,2,57,['MK Pandey' 'JM Bairstow'],['Kartik Tyagi' 'Mustafizur Rahman' 'C Sakariya' 'CH Morris'],SuperSport Park
1684,392230,1,39,['P Simran Singh' 'MA Agarwal' 'CH Gayle' 'DJ Malan'],['I Sharma' 'MP Stoinis' 'K Rabada' 'Avesh Khan'],OUTsurance Oval
1685,392230,2,63,['PP Shaw' 'S Dhawan'],['RP Meredith' 'Mohammed Shami' 'Ravi Bishnoi' 'CJ Jordan'],OUTsurance Oval
1686,392229,1,41,['V Kohli' 'D Padikkal' 'KS Bharat'],['CV Varun' 'M Prasidh Krishna' 'LH Ferguson' 'SP Narine'],New Wanderers Stadium
1687,392229,2,56,['Shubman Gill' 'VR Iyer'],['Mohammed Siraj' 'KA Jamieson' 'PWH de Silva' 'YS Chahal'],New Wanderers Stadium
1688,392228,1,83,['RG Sharma' 'Ishan Kishan' 'HH Pandya'],['Mohammad Nabi' 'S Kaul' 'JO Holder' 'Umran Malik' 'Rashid Khan'],New Wanderers Stadium
1689,392228,2,70,['JJ Roy' 'Abhishek Sharma' 'MK Pandey'],['TA Boult' 'JJ Bumrah' 'PP Chawla' 'NM Coulter-Nile'],New Wanderers Stadium
1690,392227,1,44,['RD Gaikwad' 'F du Plessis'],['Akash Singh' 'C Sakariya' 'Mustafizur Rahman'],St George's Park
1691,392227,2,81,['E Lewis' 'YBK Jaiswal' 'SV Samson'],['SM Curran' 'JR Hazlewood' 'SN Thakur'],St George's Park
1692,392226,1,55,['V Kohli' 'D Padikkal'],['AK Markram' 'Mohammed Shami' 'Arshdeep Singh' 'Ravi Bishnoi'],OUTsurance Oval
1693,392226,2,49,['KL Rahul' 'MA Agarwal'],['Mohammed Siraj' 'GHS Garton' 'Shahbaz Ahmed' 'HV Patel'],OUTsurance Oval
1694,392225,1,41,['JJ Roy' 'WP Saha' 'KS Williamson'],['DL Chahar' 'JR Hazlewood' 'SN Thakur'],Kingsmead
1695,392225,2,47,['RD Gaikwad' 'F du Plessis'],['Sandeep Sharma' 'B Kumar' 'JO Holder' 'Rashid Khan'],Kingsmead
1696,392224,1,39,['SPD Smith' 'S Dhawan' 'SS Iyer'],['S Sandeep Warrier' 'TG Southee' 'LH Ferguson' 'CV Varun'],Kingsmead
1697,392224,2,44,['Shubman Gill' 'VR Iyer' 'RA Tripathi' 'N Rana'],['A Nortje' 'AR Patel' 'R Ashwin' 'Lalit Yadav' 'Avesh Khan'],Kingsmead
1698,392223,1,41,['E Lewis' 'YBK Jaiswal' 'SV Samson' 'S Dube'],['TA Boult' 'J Yadav' 'JJ Bumrah' 'NM Coulter-Nile'],Kingsmead
1699,392223,2,56,['RG Sharma' 'Ishan Kishan' 'SA Yadav' 'HH Pandya'],['Mustafizur Rahman' 'C Sakariya' 'S Gopal' 'K Yadav'],Kingsmead
1700,392222,1,30,['RD Gaikwad' 'F du Plessis' 'MM Ali' 'RV Uthappa'],['Mohammed Shami' 'Harpreet Brar' 'Arshdeep Singh'],SuperSport Park
1701,392222,2,51,['KL Rahul' 'MA Agarwal' 'SN Khan' 'M Shahrukh Khan'],['DL Chahar' 'JR Hazlewood' 'SN Thakur'],SuperSport Park
1702,392221,1,50,['JJ Roy' 'Abhishek Sharma' 'KS Williamson'],['Mohammed Siraj' 'GHS Garton' 'Shahbaz Ahmed'],SuperSport Park
1703,392221,2,37,['V Kohli' 'D Padikkal' 'DT Christian' 'KS Bharat'],['B Kumar' 'JO Holder' 'S Kaul'],SuperSport Park
1704,392220,1,56,['RG Sharma' 'Q de Kock'],['N Rana' 'CV Varun' 'SP Narine' 'LH Ferguson' 'M Prasidh Krishna'],De Beers Diamond Oval
1705,392220,2,63,['Shubman Gill' 'VR Iyer' 'RA Tripathi'],['TA Boult' 'AF Milne' 'JJ Bumrah' 'KH Pandya'],De Beers Diamond Oval
1706,392219,1,36,['PP Shaw' 'S Dhawan' 'SS Iyer' 'RR Pant'],['Mustafizur Rahman' 'MK Lomror' 'C Sakariya' 'Kartik Tyagi'],New Wanderers Stadium
1707,392219,2,21,['LS Livingstone' 'YBK Jaiswal' 'DA Miller' 'SV Samson' 'MK Lomror'],['Avesh Khan' 'A Nortje' 'R Ashwin' 'K Rabada'],New Wanderers Stadium
1708,392218,1,50,['Shubman Gill' 'VR Iyer' 'RA Tripathi' 'EJG Morgan'],['DL Chahar' 'SM Curran' 'JR Hazlewood' 'SN Thakur'],St George's Park
1709,392218,2,52,['RD Gaikwad' 'F du Plessis'],['M Prasidh Krishna' 'LH Ferguson' 'CV Varun' 'SP Narine'],St George's Park
1710,392217,1,38,['KL Rahul' 'Mandeep Singh' 'CH Gayle'],['KH Pandya' 'TA Boult' 'JJ Bumrah' 'NM Coulter-Nile'],De Beers Diamond Oval
1711,392217,2,30,['RG Sharma' 'Q de Kock' 'SA Yadav' 'SS Tiwary'],['AK Markram' 'Mohammed Shami' 'Arshdeep Singh' 'Ravi Bishnoi' 'NT Ellis'],De Beers Diamond Oval
1712,392216,1,49,['E Lewis' 'YBK Jaiswal' 'SV Samson'],['Sandeep Sharma' 'B Kumar' 'JO Holder' 'S Kaul'],De Beers Diamond Oval
1713,392216,2,63,['JJ Roy' 'WP Saha' 'KS Williamson'],['JD Unadkat' 'CH Morris' 'Mustafizur Rahman' 'MK Lomror'],De Beers Diamond Oval
1714,392215,1,55,['PP Shaw' 'S Dhawan'],['GJ Maxwell' 'Mohammed Siraj' 'GHS Garton'],Buffalo Park
1715,392215,2,29,['V Kohli' 'D Padikkal' 'KS Bharat' 'AB de Villiers'],['A Nortje' 'Avesh Khan' 'AR Patel' 'K Rabada'],Buffalo Park
1716,392214,1,48,['VR Iyer' 'Shubman Gill' 'RA Tripathi'],['FA Allen' 'Mohammed Shami' 'Arshdeep Singh' 'NT Ellis'],SuperSport Park
1717,392214,2,46,['KL Rahul' 'MA Agarwal'],['TG Southee' 'Shivam Mavi' 'CV Varun' 'SP Narine'],SuperSport Park
1718,392213,1,56,['E Lewis' 'YBK Jaiswal'],['GHS Garton' 'Mohammed Siraj' 'GJ Maxwell' 'HV Patel'],SuperSport Park
1719,392213,2,54,['V Kohli' 'D Padikkal' 'KS Bharat'],['CH Morris' 'Kartik Tyagi' 'C Sakariya' 'Mustafizur Rahman'],SuperSport Park
1720,392212,1,24,['RD Gaikwad' 'F du Plessis' 'MM Ali' 'AT Rayudu' 'SK Raina' 'MS Dhoni'],['TA Boult' 'AF Milne'],SuperSport Park
1721,392212,2,41,['Q de Kock' 'Anmolpreet Singh' 'SA Yadav' 'Ishan Kishan' 'SS Tiwary'],['DL Chahar' 'JR Hazlewood' 'SN Thakur'],SuperSport Park
1722,392211,1,32,['DA Warner' 'KS Williamson' 'WP Saha' 'MK Pandey'],['A Nortje' 'Avesh Khan' 'AR Patel' 'K Rabada'],Kingsmead
1723,392211,2,39,['PP Shaw' 'S Dhawan' 'SS Iyer'],['KK Ahmed' 'B Kumar' 'JO Holder' 'Rashid Khan'],Kingsmead
1724,392210,1,34,['Shubman Gill' 'VR Iyer'],['JD Unadkat' 'CH Morris' 'C Sakariya'],Kingsmead
1725,392210,2,17,"['YBK Jaiswal' 'SV Samson' 'S Dube' 'LS Livingstone' 'Anuj Rawat'
 'GD Phillips']",['Shakib Al Hasan' 'Shivam Mavi' 'SP Narine' 'LH Ferguson' 'CV Varun'],Kingsmead
1726,392209,1,29,['KL Rahul' 'MA Agarwal' 'CH Gayle' 'AK Markram'],['Sandeep Sharma' 'B Kumar' 'JO Holder'],Buffalo Park
1727,392209,2,20,['DA Warner' 'KS Williamson' 'WP Saha' 'MK Pandey'],['Mohammed Shami' 'Arshdeep Singh' 'NT Ellis'],Buffalo Park
1728,392208,1,48,['V Kohli' 'D Padikkal' 'KS Bharat'],['TA Boult' 'JJ Bumrah' 'AF Milne' 'KH Pandya'],New Wanderers Stadium
1729,392208,2,56,['RG Sharma' 'Q de Kock'],['KA Jamieson' 'Mohammed Siraj' 'DT Christian' 'HV Patel'],New Wanderers Stadium
1730,392207,1,35,['JJ Roy' 'WP Saha' 'KS Williamson' 'PK Garg'],['TG Southee' 'Shivam Mavi' 'CV Varun'],St George's Park
1731,392207,2,36,['Shubman Gill' 'VR Iyer' 'RA Tripathi'],['B Kumar' 'JO Holder' 'Umran Malik'],St George's Park
1732,392206,1,48,['RD Gaikwad' 'F du Plessis' 'RV Uthappa' 'MM Ali'],['A Nortje' 'Avesh Khan' 'AR Patel' 'K Rabada'],New Wanderers Stadium
1733,392206,2,51,['PP Shaw' 'S Dhawan' 'SS Iyer' 'RR Pant'],['DL Chahar' 'JR Hazlewood'],New Wanderers Stadium
1734,392205,1,57,['E Lewis' 'YBK Jaiswal' 'SV Samson'],['Mohammed Shami' 'IC Porel' 'DJ Hooda' 'Arshdeep Singh'],St George's Park
1735,392205,2,49,['KL Rahul' 'MA Agarwal'],['Mustafizur Rahman' 'C Sakariya' 'Kartik Tyagi' 'CH Morris'],St George's Park
1736,392204,1,35,['RG Sharma' 'Q de Kock' 'SA Yadav'],['A Nortje' 'Avesh Khan' 'R Ashwin' 'K Rabada'],Kingsmead
1737,392204,2,46,['PP Shaw' 'S Dhawan' 'SPD Smith' 'RR Pant' 'SS Iyer'],['TA Boult' 'J Yadav' 'KH Pandya' 'JJ Bumrah' 'NM Coulter-Nile'],Kingsmead
1738,392203,1,55,['V Kohli' 'D Padikkal'],['DL Chahar' 'JR Hazlewood' 'SN Thakur'],Buffalo Park
1739,392203,2,59,['RD Gaikwad' 'F du Plessis'],['Mohammed Siraj' 'Navdeep Saini' 'PWH de Silva' 'HV Patel'],Buffalo Park
1740,392202,1,51,['PP Shaw' 'S Dhawan' 'SS Iyer' 'AR Patel'],['DL Chahar' 'JR Hazlewood' 'SN Thakur'],SuperSport Park
1741,392202,2,59,['RD Gaikwad' 'F du Plessis' 'RV Uthappa'],['A Nortje' 'Avesh Khan' 'K Rabada' 'AR Patel'],SuperSport Park
1742,392201,1,53,['D Padikkal' 'V Kohli' 'KS Bharat'],['Shakib Al Hasan' 'Shivam Mavi' 'CV Varun' 'LH Ferguson'],SuperSport Park
1743,392201,2,48,['Shubman Gill' 'VR Iyer' 'RA Tripathi'],['Mohammed Siraj' 'GHS Garton' 'HV Patel'],SuperSport Park
1744,392200,1,38,['PP Shaw' 'S Dhawan' 'MP Stoinis'],['Shakib Al Hasan' 'LH Ferguson' 'SP Narine' 'CV Varun'],Kingsmead
1745,392200,2,51,['Shubman Gill' 'VR Iyer'],['A Nortje' 'R Ashwin' 'Avesh Khan' 'AR Patel' 'K Rabada'],Kingsmead
